name,price,det,link
"ESP32 S3-Cam AI Vision Module WiFi Real-Time Image Transmission for IoT, AI & Robot Development","1,250.00 EGP",Hiwonder® Brand,/shop/kit-esp32-cam-s3-esp32-s3-cam-ai-vision-module-wifi-real-time-image-transmission-for-iot-ai-robot-development-9665?page=2
"ESP32-32E Module With 2.8"" TFT Touch Screen Display WiFi + Bluetooth",895.00 EGP,ESP32-2432S028R Dual-Core 240x320 Smart LCD Display TFT,/shop/kit-esp32-tft2-8lcd-esp32-32e-module-with-2-8-tft-touch-screen-display-wifi-bluetooth-9664?page=2
DIY Manual Rotating Hand Crank Voltage Generator Dinamo 12Vdc,245.00 EGP,Output Voltage: 12~15Vdc,/shop/kit-diy-dinamo-hand-12v-diy-manual-rotating-hand-crank-voltage-generator-dinamo-12vdc-9663?page=2
SMC02 Stepper Motor Driver & Pulse Generator Controller Board - With Manual Direction & Speed Control,"1,250.00 EGP","Stepper Motor Direction & Signal Frequency Speed Control
ZK-SMC02 Stepper Motor Controller + Driver (Integrated)",/shop/kit-stepper-pulse-smc02-smc02-stepper-motor-driver-pulse-generator-controller-board-with-manual-direction-speed-control-9662?page=2
PWM 5A 90W Motor Speed ​​Control Switch Manual (4.5Vdc to 35Vdc),60.00 EGP,,/shop/kit-pwm-5a-90w-pwm-5a-90w-motor-speed-control-switch-manual-4-5vdc-to-35vdc-9661?page=2
GROW Capacitive R503-M22 Fingerprint Sensor Module 3.3V - UART Serial Output IP65,"1,250.00 EGP",UART Serial Output,/shop/kit-fingerprint-r503-3v-grow-capacitive-r503-m22-fingerprint-sensor-module-3-3v-uart-serial-output-ip65-9660?page=2
"YDLIDAR GS5 Linear Array Solid-State LiDAR (70~1000mm, 85° FOV, 0.54° Resolution)","3,750.00 EGP",LiDAR Laser Range Scanner (70~1000mm),/shop/lidar-gs5-linear-ydlidar-gs5-linear-array-solid-state-lidar-70-1000mm-85deg-fov-0-54deg-resolution-9659?page=2
LAUNCHXL-F28379D TI LaunchPad™ Development Kit for C2000™ Delfino™ MCU,"5,500.00 EGP",No description,/shop/tiva-f28379d-delfino-launchxl-f28379d-ti-launchpad-tm-development-kit-for-c2000-tm-delfino-tm-mcu-9658?page=3
FNIRSI® DPOS350P 4-IN-1 350MHz 1GS/S Tablet Oscilloscope Signal Generator Spectrum Analyzer Frequency Response Analyzer,"21,500.00 EGP",No description,/shop/avo-dpos350p-fnirsi-fnirsi-r-dpos350p-4-in-1-350mhz-1gs-s-tablet-oscilloscope-signal-generator-spectrum-analyzer-frequency-response-analyzer-9657?page=3
"FNIRSI® 2C53P 3-IN-1 50MHz 250MS/s Dual Channel Tablet Touchable Oscilloscope, Multimeter & DDS Function Signal Generator","9,850.00 EGP",No description,/shop/avo-2c53p-fnirsi-fnirsi-r-2c53p-3-in-1-50mhz-250ms-s-dual-channel-tablet-touchable-oscilloscope-multimeter-dds-function-signal-generator-9656?page=3
FNIRSI® 2C53T Handheld Dual Channel 3-in-1 50MHz 250MS/s Oscilloscope + Multimeter + DDS Signal Generator,"7,500.00 EGP",No description,/shop/avo-2c53t-3in1-fnirsi-fnirsi-r-2c53t-handheld-dual-channel-3-in-1-50mhz-250ms-s-oscilloscope-multimeter-dds-signal-generator-9655?page=3
FNIRSI® DST-210 Handheld 3-IN-1 Multimeter Oscilloscope 10MHz & Signal Generator,"3,850.00 EGP",No description,/shop/avo-dst210-3in1-fnirsi-fnirsi-r-dst-210-handheld-3-in-1-multimeter-oscilloscope-10mhz-signal-generator-9654?page=3
FNIRSI® DS215H 2-IN-1 50MHz 250MS/s Dual Channel Digital Oscilloscope & DDS Function Signal Generator,"5,250.00 EGP",No description,/shop/avo-dso215h-fnirsi-fnirsi-r-ds215h-2-in-1-50mhz-250ms-s-dual-channel-digital-oscilloscope-dds-function-signal-generator-9653?page=3
FNIRSI® DSO-510 10MHz 48MS/s Mini Handheld Digital Oscilloscope & DDS Signal Generator,"3,750.00 EGP",No description,/shop/avo-dso510-fnirsi-fnirsi-r-dso-510-10mhz-48ms-s-mini-handheld-digital-oscilloscope-dds-signal-generator-9652?page=3
FNIRSI® DSO-138Pro Pocket Size Digital Oscilloscope Kit 200KHz,"1,650.00 EGP",With built-in rechargeable battery,/shop/avo-dso138-fnirsi-fnirsi-r-dso-138pro-pocket-size-digital-oscilloscope-kit-200khz-9651?page=3
FNIRSI® DMC-100 Professional DC/AC Current Voltage Clamp Meter & Digital Multimeter,"2,450.00 EGP",No description,/shop/avo-dmc100-fnirsi-fnirsi-r-dmc-100-professional-dc-ac-current-voltage-clamp-meter-digital-multimeter-9650?page=3
FNIRSI® DSO-TC4 (3-IN-1) 10MHz 48MSa/s Digital Oscilloscope Transistor Tester Signal Generator,"5,500.00 EGP",DSO-TC-4 is an Upgrade for model DSO-TC3,/shop/tester-dso-tc4-fnirsi-fnirsi-r-dso-tc4-3-in-1-10mhz-48msa-s-digital-oscilloscope-transistor-tester-signal-generator-9649?page=3
FNIRSI® IPS3608 AC-DC Intelligent Digital Control Power Supply,"9,500.00 EGP",No description,/shop/ips3608-power-fnirsi-fnirsi-r-ips3608-ac-dc-intelligent-digital-control-power-supply-9648?page=3
FNIRSI® CTG-20 Car Paint Coating Thickness Gauge,"1,995.00 EGP",No description,/shop/avo-ctg20-fnirsi-fnirsi-r-ctg-20-car-paint-coating-thickness-gauge-9647?page=3
FNIRSI® ERD-10 4-IN-1 Electromagnetic Radiation Detector,"2,450.00 EGP","Professional Marble Radiation Ionization & Personal Dose Alarm Radioactive Tester
Detection Capabilities: Electric Field (EF), Magnetic Field (MF), Radio Frequency Radiation (RF)",/shop/avo-erd10-fnirsi-fnirsi-r-erd-10-4-in-1-electromagnetic-radiation-detector-9646?page=3
FNIRSI® SG-002 Signal Generator & Calibrator 4-20mA 0-10V (Current & Voltage Generator),"1,250.00 EGP",,/shop/kit-signal-gen-sg002-fnirsi-r-sg-002-signal-generator-calibrator-4-20ma-0-10v-current-voltage-generator-9645?page=3
FNIRSI® Temperature Probe,75.00 EGP,General Purpose,/shop/prob-temperature-fnirsi-fnirsi-r-temperature-probe-9643?page=3
Probe Adapter For P6100 BNC Oscilloscope Probe Converter - BNC-MCX Adapter,195.00 EGP,General Purpose,/shop/prob-adaptor-bnc-mcx-probe-adapter-for-p6100-bnc-oscilloscope-probe-converter-bnc-mcx-adapter-9642?page=3
LiitoKala® Lii-S8 Smart Intelligent Battery Charger - 8 Battery Slots,"2,250.00 EGP",Ac Input 220Vac~240Vac,/shop/charger-liitokala-lii-s8-liitokala-r-lii-s8-smart-intelligent-battery-charger-8-battery-slots-9641?page=3
MC5000 - MAXBUSTER Cylindrical Battery Charger and Analyzer,"9,500.00 EGP",Original SKYRC®,/shop/imax-mc5000-skyrc-mc5000-maxbuster-cylindrical-battery-charger-and-analyzer-9640?page=3
RGB 5V Programmable LED Strip - 10 LEDs / 17 cm long,95.00 EGP,5V RGB LED - WS2812B,/shop/kit-ws2812-10-5050-flexible-rgb-5v-programmable-led-strip-10-leds-17-cm-long-9639?page=3
WAGO T-Tap 2x1 (Yellow) 1.5~2.5mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T2-YELLOW,9.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-yellow-2x1-wago-t-tap-2x1-yellow-1-5-2-5mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t2-yellow-9630?page=3
WAGO T-Tap 1x1 (Yellow) 1.5~2.5mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T1-YELLOW,6.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-yellow-1x1-wago-t-tap-1x1-yellow-1-5-2-5mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t1-yellow-9629?page=3
WAGO T-Tap 2x1 (Blue) 1~1.5mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T2-BLUE,9.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-blue-2x1-wago-t-tap-2x1-blue-1-1-5mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t2-blue-9628?page=3
WAGO T-Tap 1x1 (Blue) 1~1.5mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T1-BLUE,6.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-blue-1x1-wago-t-tap-1x1-blue-1-1-5mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t1-blue-9627?page=3
WAGO T-Tap 2x1 (Red) 0.75~1mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T2-RED,9.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-red-2x1-wago-t-tap-2x1-red-0-75-1mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t2-red-9626?page=3
WAGO T-Tap 1x1 (Red) 0.75~1mm² Stripping Free Wiring Connector - Conductor Terminal Block With Lever LT-T1-RED,6.50 EGP,With Fixing Hole Quick Branch Splice Junction Box Lever Wire Connector 32A/250V,/shop/wago-t-tap-red-1x1-wago-t-tap-1x1-red-0-75-1mm2-stripping-free-wiring-connector-conductor-terminal-block-with-lever-lt-t1-red-9625?page=3
EC11 Rotary Encoder With Push Button Switch 5pin 20mm Silver,25.00 EGP,No description,/shop/pot-ec11-rotary-5pin-20mm-ec11-rotary-encoder-with-push-button-switch-5pin-20mm-silver-9624?page=3
"NX4832F035 HMI LCD 3.5""","2,450.00 EGP","Nextion Display Resistive Touch Screen UART 480 x 320
Human Machine Interface LCD",/shop/hmi-nx4832f035-nx4832f035-hmi-lcd-3-5-9623?page=3
"NX8048P070-011C HMI LCD 7""","5,950.00 EGP","Nextion Display Capacitive Touch Screen UART 800 x 480
Human Machine Interface LCD",/shop/hmi-nx8048p070-011c-nx8048p070-011c-hmi-lcd-7-9622?page=3
"NX8048P050-011C HMI LCD 5""","4,850.00 EGP","Nextion Display Capacitive Touch Screen UART 800 x 480
Human Machine Interface LCD",/shop/hmi-nx8048p050-011c-nx8048p050-011c-hmi-lcd-5-9621?page=3
Smun® AC Power EMI Noise Filter CW-1B-10A-L (10A),225.00 EGP,No description,/shop/kit-ac-filter-emi-cw1b10al-smun-r-ac-power-emi-noise-filter-cw-1b-10a-l-10a-9620?page=3
Smun® Industrial SMPS Din-Rail Type Output +12Vdc/10A Input 220Vac EDR-120-12,"1,950.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-dain-12v-10a-smun-r-industrial-smps-din-rail-type-output-12vdc-10a-input-220vac-edr-120-12-9619?page=4
Smun® Industrial SMPS Din-Rail Type Output +12Vdc/6.3A Input 220Vac EDR-75-12,"1,500.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-dain-12v-6-3a-smun-r-industrial-smps-din-rail-type-output-12vdc-6-3a-input-220vac-edr-75-12-9618?page=4
Smun® Industrial SMPS Din-Rail Type Output +24Vdc/6.5A Input 220Vac EDR-150-24,"2,100.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-dain-24v-6-5a-smun-r-industrial-smps-din-rail-type-output-24vdc-6-5a-input-220vac-edr-150-24-9617?page=4
Smun® Industrial SMPS Din-Rail Type Output +24Vdc/5A Input 220Vac EDR-120-24,"1,950.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-dain-24v-5a-smun-r-industrial-smps-din-rail-type-output-24vdc-5a-input-220vac-edr-120-24-9616?page=4
Smun® Industrial SMPS Din-Rail Type Output +24Vdc/3.2A Input 220Vac EDR-75-24,"1,500.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-dain-24v-3-2a-smun-r-industrial-smps-din-rail-type-output-24vdc-3-2a-input-220vac-edr-75-24-9615?page=4
Smun® Industrial SMPS With UPS Function Output +13.8Vdc/10A Input 220Vac AD-155A,"2,500.00 EGP","Switching Mode Power Supply + Backup Battery Out With Charger
1 YEAR Warranty",/shop/kit-smps-ups-13-8v-10a-smun-r-industrial-smps-with-ups-function-output-13-8vdc-10a-input-220vac-ad-155a-9614?page=4
Smun® Industrial SMPS With UPS Function Output +13.8Vdc/3.5A Input 220Vac AD-55A,"1,250.00 EGP","Switching Mode Power Supply + Backup Battery Out With Charger
1 YEAR Warranty",/shop/kit-smps-ups-13-8v-3-5a-smun-r-industrial-smps-with-ups-function-output-13-8vdc-3-5a-input-220vac-ad-55a-9613?page=4
Smun® Industrial SMPS Quadruple Output +5Vdc/5.5A +12Vdc/2A & (-)5Vdc/0.5A (-)12Vdc/0.5A Input 220Vac (Q-60B),"1,075.00 EGP","Switching Mode Power Supply
1 YEAR Warranty",/shop/kit-smps-5v12v-5v12v-smun-r-industrial-smps-quadruple-output-5vdc-5-5a-12vdc-2a-5vdc-0-5a-12vdc-0-5a-input-220vac-q-60b-9612?page=4
25GA370 DC Geared Motor With Encoder 12Vdc 250 rpm,475.00 EGP,No description,/shop/dc-jga25-370-enc-12v250r-25ga370-dc-geared-motor-with-encoder-12vdc-250-rpm-9611?page=4
Without Encoder 25GA370 DC Geared Motor 12Vdc 27 rpm,250.00 EGP,Motor Shaft 4mm,/shop/dc-jga25-370-12v-27rpm-without-encoder-25ga370-dc-geared-motor-12vdc-27-rpm-9610?page=4
Without Encoder 25GA370 DC Geared Motor 12Vdc 58 rpm,250.00 EGP,Motor Shaft 4mm,/shop/dc-jga25-370-12v-58rpm-without-encoder-25ga370-dc-geared-motor-12vdc-58-rpm-9609?page=4
Without Encoder 25GA370 DC Geared Motor 12Vdc 169 rpm,250.00 EGP,Motor Shaft 4mm,/shop/dc-jga25-370-12v-169rpm-without-encoder-25ga370-dc-geared-motor-12vdc-169-rpm-9608?page=4
Without Encoder 25GA370 DC Geared Motor 12Vdc 282 rpm,250.00 EGP,Motor Shaft 4mm,/shop/dc-jga25-370-12v-282rpm-without-encoder-25ga370-dc-geared-motor-12vdc-282-rpm-9607?page=4
15W Laser Engraving Head Module (450nm Blue Laser),"5,850.00 EGP",No description,/shop/head-laser-15w-15w-laser-engraving-head-module-450nm-blue-laser-9606?page=4
"Waveshare® USB To RS232/485/TTL Interface Converter, Industrial Grade Isolated USB Converter","1,850.00 EGP",Based on Original CH343G Chip,/shop/usb-to-rs485-rs232-ttl-waveshare-waveshare-r-usb-to-rs232-485-ttl-interface-converter-industrial-grade-isolated-usb-converter-9604?page=4
